Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Not classified,INX,Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP2.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP2.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP2.CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP1.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP1.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP1.CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Children (0-14) living with HIV,SH.HIV.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,,,,,,,,,,,403.7303772,452.9842224,497.8316956,543.7666626,595.1028442,661.1947022,747.7974854,767.8565064,839.4244995,1004.631958,1086.581299,1331.035767,1383.58374,1425.896729,1438.306396,1420.175659,1478.502563,1528.564941,1539.554199,,
Ireland,IRL,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,,,,,,,,,,,351.857605,393.2168274,462.2619019,618.1829834,734.3651733,832.2161255,919.6035156,1008.96344,1166.002441,1261.702393,1222.889893,1540.578979,1463.103516,1536.27063,1565.016724,1275.483521,1300.032471,1366.062012,1433.129272,,
Ireland,IRL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,22.48503494,21.56087112,21.00829124,21.23638153,21.08308792,21.13171768,22.17421913,20.76614571,20.67806816,22.9277916,23.82174492,27.65630531,27.92556381,28.81443787,28.98394394,27.96047592,27.55726051,27.21400833,26.108778,,
Ireland,IRL,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,,,,,,,,,,,217.5665131,223.6880035,248.0350189,336.6638794,344.8874512,424.0583191,469.7521057,427.8579407,481.5762329,556.496521,629.2545166,669.3421021,688.0551148,706.5809326,696.3688355,671.3886719,679.7491455,707.1425781,712.5166016,,
Ireland,IRL,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,,,,,,,,,,,189.6127472,194.1742859,230.3130493,382.7374878,425.5959473,533.7431641,577.6773682,562.2053223,668.9334106,698.895752,708.1928101,774.7157593,727.6002197,761.2750244,757.7167358,602.9854126,597.6965942,631.9656372,663.2623291,,
Ireland,IRL,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,,,,,,,,,,,12.11709023,10.64706802,10.46707439,13.14827919,12.21867085,13.55300426,13.92956257,11.57123661,11.86308861,12.70052814,13.79563618,13.90695858,13.88725662,14.27854633,14.0328331,13.21832657,12.6695919,12.58970451,12.08332729,,
Ireland,IRL,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,,,,,,,,,,,1391.821167,1647.970825,1871.859985,2016.776245,2227.552002,2467.726074,2624.576172,2929.779541,3220.067139,3377.089355,3474.718262,3481.739258,3570.958252,3522.652588,3524.118164,3659.049805,3886.699219,4088.266846,4357.137207,,
Ireland,IRL,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,,,,,,,,,,,1212.994751,1430.535156,1738.116699,2292.779053,2748.830566,3106.016113,3227.571045,3849.730225,4472.833984,4241.236816,3910.612305,4029.86499,3776.19458,3795.32959,3834.582275,3286.253662,3417.5354,3653.639404,4055.941162,,
Ireland,IRL,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,,,,,,,,,,,14.81556606,15.43886948,15.87206459,16.72037315,17.18151665,18.07425308,17.26105881,17.20139122,17.25467873,17.17976189,12.2938261,16.60462379,18.30536842,18.14320183,18.30145264,18.22805214,19.36297607,19.9709549,20.18994141,,
Ireland,IRL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,,,,,,,,,,,4.57751989,5.01962996,5.27236271,5.52028847,5.70189571,6.0317564,5.84736013,6.18227148,7.21997452,8.08250427,8.00081444,7.74655724,7.70269775,7.33226967,6.87137222,5.27124977,5.37105703,5.20772791,5.11970377,,
Ireland,IRL,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,,,,,,,,77.51496124,78.43912506,78.99171448,78.76361847,78.91691589,78.8682785,77.82578278,79.2338562,79.32192993,77.07221222,76.17825317,72.34369659,72.07444,71.18556213,71.01605225,72.03952789,72.44274139,72.78598785,73.89122009,,
Ireland,IRL,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ireland,IRL,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ireland,IRL,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ireland,IRL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,1795.534424,2100.935303,2369.668945,2560.516602,2822.626465,3128.888184,3372.339355,3697.598877,4059.450439,4381.680176,4561.257813,4813.001465,4954.579102,4948.549805,4962.424316,5079.226074,5365.20166,5616.831543,5896.691895,,
Ireland,IRL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,1564.837402,1823.734741,2200.357422,2910.932129,3483.160645,3938.191162,4147.132324,4858.64502,5638.779297,5502.887695,5133.455078,5570.705566,5239.337891,5331.600586,5399.598633,4561.737793,4717.568359,5019.701172,5489.070801,,
Ireland,IRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,5.90528059,6.39933586,6.67451334,7.00860691,7.22511625,7.64780617,7.5133214,7.80248547,9.10202408,10.48682594,10.50265503,10.70849514,10.68722248,10.30022049,9.67580032,7.31716299,7.4142108,7.15484905,6.92870378,,
Ireland,IRL,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,,,,,,,,,,1.223428641,,,,,,,,,,0.479650404,0.689083477,,,,,,,,,,
Ireland,IRL,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,,,,,,,,,,5.586303025,,,,,,,,,,5.592993647,6.40341267,,,,,,,,,,
Ireland,IRL,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP2.ZG,,,,,,,,,,0.172206132,,,,,,,,,,0,0,,,,,,,,,,
Ireland,IRL,Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP2.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP2.CG,,,,,,,,,,0.551059604,,,,,,,,,,0,0,,,,,,,,,,
Ireland,IRL,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,,,,,,,,,,0.181113149,,,,,,,,,,0,0,,,,,,,,,,
Ireland,IRL,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP1.ZG,,,,,,,,,,0.160031149,,,,,,,,,,0,0,,,,,,,,,,
Ireland,IRL,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP1.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP1.CG,,,,,,,,,,0.304059178,,,,,,,,,,0,0,,,,,,,,,,
Ireland,IRL,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
Ireland,IRL,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,,,,,,,,,,,,,,1,1,1.3,1,0.4,0.4,0.8,1,1.2,1.4,1.4,0.9,0.9,0.7,0.6,0.7,0.7,0.7
Ireland,IRL,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.05,0.05,0.06,0.06,0.07,0.07,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.11,0.11,0.12,0.12,0.13,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.16,0.15,0.15
Ireland,IRL,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
Ireland,IRL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,200,200,200,200,200,200,200,200,200,200,200,200,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
Ireland,IRL,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,100,100,200,200,200,200,200,200,200,200,200,200,200,200,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
Ireland,IRL,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,,,,,,,,,,,46,51,55,58,60,62,62,63,63,63,63,65,68,70,73,74,76,77,80,84,85
Ireland,IRL,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ireland,IRL,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ireland,IRL,Children (0-14) living with HIV,SH.HIV.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ireland,IRL,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,30.9,32.9,35.1,36.9,38.4,39.6,40.7,41.3,41.8,42.2,42.2,41.9,41.4,40.6,39.9,39.1,38.3,37.5,36.7,35.9,35,34.2,33.4,32.7,32,31.4,30.8,30.2,29.7,29.2,28.8
"Iran, Islamic Rep.",IRN,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,,,,,,,,,,,317.6899414,347.1316834,336.2561951,395.3721314,438.6235962,477.5901794,463.8251343,502.8682251,555.2756348,691.8991089,804.4976807,806.1893311,741.7457886,628.3654175,607.1912842,646.0219727,852.4413452,857.1720581,914.1905518,,
"Iran, Islamic Rep.",IRN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,,,,,,,,,,,50.36729813,58.40999985,64.24120331,70.66139984,90.5219574,110.378006,116.5301209,149.460968,190.3083649,235.2864075,301.4611816,353.6820679,345.2580872,257.6504517,192.244751,181.7375794,226.1861115,233.1097565,261.7636719,,
"Iran, Islamic Rep.",IRN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,62.29025269,61.73263931,60.73615646,60.59363937,63.56676102,63.12947083,58.32279968,60.17312241,62.92229462,63.34779358,67.64320374,66.64271545,65.69026947,61.50859451,49.62741852,47.91702652,49.35778809,48.73088455,54.05139923,,
"Iran, Islamic Rep.",IRN,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,,,,,,,,,,,303.9700928,333.1659851,303.0925293,352.7980347,390.2730408,424.3722229,411.0603027,444.7178955,489.585846,611.9463501,706.4260864,695.8487549,620.6008911,521.6947022,516.2492065,551.8462524,730.4406738,734.4943848,605.9777832,,
"Iran, Islamic Rep.",IRN,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,,,,,,,,,,,48.19212341,56.06006622,57.90533066,63.05250168,80.54350281,98.0785675,103.2736435,132.1776886,167.7946625,208.0977783,264.711853,305.2746887,288.8691711,213.9119415,163.451294,155.244278,193.8145752,199.7472992,173.5119171,,
"Iran, Islamic Rep.",IRN,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,,,,,,,,,,,59.60016251,59.24902725,54.74597931,54.06885147,56.55964661,56.094944,51.6879921,53.21485901,55.47851181,56.02761078,59.39722061,57.52153397,54.96147156,51.06695175,42.19446945,40.93177795,42.29375076,41.75656509,35.82835388,,
"Iran, Islamic Rep.",IRN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,,,,,,,,,,,192.325592,215.1830139,217.3781433,257.1256104,251.396759,278.9347534,331.4473267,332.834198,327.2027283,400.3238525,384.8274536,403.5293579,387.4104614,393.2241821,616.3083496,702.1877441,874.0690918,901.43573,776.7890015,,
"Iran, Islamic Rep.",IRN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,,,,,,,,,,,30.4917469,36.20769882,41.52973938,45.95381165,51.88259125,64.46585846,83.27189636,98.92396545,112.1414642,136.1336823,144.2024536,177.0317383,180.3267517,161.2348328,195.1313324,197.5380249,231.92482,245.1473389,222.4209595,,
"Iran, Islamic Rep.",IRN,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,,,,,,,,,,,10.95240307,11.7931881,9.35713768,10.18980312,10.35835648,9.35969067,9.5387888,10.60550022,9.20039272,12.08687782,11.88721848,12.03955078,15.95887947,16.04641151,22.59989357,22.59989357,22.93613434,22.93598938,21.81197929,,
"Iran, Islamic Rep.",IRN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,,,,,,,,,,,1.7855711,1.9547621,1.86736012,2.02242684,1.88933539,1.95624757,2.16664195,2.00718665,1.95832741,2.40421844,2.18561411,2.20399976,2.27696061,2.3070972,3.48251414,4.04194069,4.48380327,4.43784428,3.97810006,,
"Iran, Islamic Rep.",IRN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,,,,,,,,37.70975113,38.26736069,39.26384735,39.40636063,36.43323898,36.87052917,41.67720413,39.82687759,37.07770538,36.65221024,32.35678864,33.35728836,34.30973434,38.49140549,50.37258148,52.08297348,50.6100769,51.24730301,45.92754745,,
"Iran, Islamic Rep.",IRN,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5549137,0.3836689,0.35607803,,
"Iran, Islamic Rep.",IRN,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14724037,0.10433956,0.10195718,,
"Iran, Islamic Rep.",IRN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03213044,0.02181187,0.02105307,,
"Iran, Islamic Rep.",IRN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,510.015564,562.3146973,553.6343994,652.4977417,690.0203247,756.5249634,795.2723999,835.7024536,882.4782715,1092.223022,1189.325073,1209.718628,1129.15625,1021.589661,1223.499634,1348.209717,1727.065308,1758.991455,1691.335693,,
"Iran, Islamic Rep.",IRN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,80.85904694,94.61769867,105.7709427,116.6152039,142.404541,174.8438721,199.8020172,248.3849487,302.4498291,371.420105,445.6636353,530.7138062,525.5848389,418.8852844,387.3760986,379.2756348,458.2581787,478.3614807,484.2865906,,
"Iran, Islamic Rep.",IRN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,4.73503828,5.10817003,4.75592756,5.13223505,5.18574619,5.30572176,5.19862604,5.03977919,5.2816844,6.55954552,6.75473118,6.60725069,6.63648605,5.99379873,6.9135108,7.76057911,8.85950661,8.65966415,8.66168594,,
"Iran, Islamic Rep.",IRN,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,,,,,,,,,,,,,,,,2.922710776,3.004932962,2.943707444,3.475288302,3.580724448,3.686370701,3.065760992,3.220144659,3.761337325,,,,,,,
"Iran, Islamic Rep.",IRN,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,,,,,,,,,,,,,,,,11.3134779,11.47391871,11.41254157,12.59517968,13.72237802,13.72441053,14.12121654,13.86509836,15.81170708,,,,,,,
"Iran, Islamic Rep.",IRN,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP2.ZG,,,,,,,,,,,,,,,,0.255635008,0.261468906,0.155633036,0.108648092,0.140083581,0.086288713,0.038878713,0.029885652,0.030458253,,,,,,,
"Iran, Islamic Rep.",IRN,Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP2.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP2.CG,,,,,,,,,,,,,,,,0.818032026,0.836700499,0.498025715,0.347673893,0.44826746,0.276123881,0.124411881,0.095634088,0.097466409,,,,,,,
"Iran, Islamic Rep.",IRN,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,,,,,,,,,,,,,,,,0.291939313,0.233708788,0.113149476,0.097790989,0.136177253,0.074407528,0.033220398,0.005874546,0.011602715,,,,,,,
"Iran, Islamic Rep.",IRN,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP1.ZG,,,,,,,,,,,,,,,,0.055853371,0.045356178,0.028404221,0.01879565,0.027134735,0.014886283,0.005247752,0.001904219,0.004694279,,,,,,,
"Iran, Islamic Rep.",IRN,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP1.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP1.CG,,,,,,,,,,,,,,,,0.106121406,0.086176738,0.05396802,0.035711735,0.051555999,0.028283939,0.009970729,0.003618015,0.00891913,,,,,,,
"Iran, Islamic Rep.",IRN,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,,,,,,,,,,,,,,,24.5,24.5,21.5,20.3,21.6,18.5,17.7,17.5,18,12.9,13.2,15.4,15.3,16.6,16,15.5,15.8
"Iran, Islamic Rep.",IRN,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,,,,,,,,,,,,,,,51.2,51.8,43,41.9,45.2,42.7,43.7,43,41.4,36.3,29.3,30.8,32.2,30.7,31.3,31.3,30.2
"Iran, Islamic Rep.",IRN,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,,,,,,,,,,,0,0,0,0,0,0,7,8,24,19,20,25,41,43,54,41,53,56,61,54,53
"Iran, Islamic Rep.",IRN,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.01,0.01,0.01,0.01,0.02,0.03,0.05,0.06,0.08,0.1,0.13,0.17,0.21,0.24,0.26,0.25,0.23,0.19,0.16,0.13,0.1,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05
"Iran, Islamic Rep.",IRN,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.01,0.01,0.01,0.01,0.02,0.03,0.04,0.05,0.07,0.09,0.11,0.14,0.16,0.18,0.18,0.17,0.14,0.12,0.09,0.08,0.06,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03
"Iran, Islamic Rep.",IRN,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,100,100,100,200,500,500,1000,1000,1000,1300,1700,2100,2600,2900,3000,2800,2500,2100,1600,1300,1000,1000,1000,1000,1000,500,500,500,500,500,500
"Iran, Islamic Rep.",IRN,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.06,0.08,0.1,0.13,0.15,0.16,0.16,0.15,0.13,0.1,0.08,0.07,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03
"Iran, Islamic Rep.",IRN,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,200,500,500,500,580,990,1500,2000,2700,3600,4900,6500,8400,9900,11000,11000,10000,8800,7300,5900,4900,4100,3500,3200,2900,2700,2600,2400,2400,2400,2400
